Engine rpm,Lub oil pressure,Fuel pressure,Coolant pressure,lub oil temp,Coolant temp,RPM_FuelPressure_Ratio,Power_Index,Thermal_Pressure_Index,Mech_Cooling_Balance,Pressure_Coordination,Low_Oil_Pressure_Flag,High_Coolant_Temp_Flag,Low_RPM_Flag,Engine Condition
-0.7411764705882353,0.9978412642283208,-0.3341795341123,1.3067922995104546,-0.7560248636490678,-0.8662920690479906,-0.32454213938352916,-0.6413739286414909,0.13596253370667866,-0.7201119931471938,-0.8071987646023069,0.0,0.0,1.0,0
0.25882352941176473,0.5148514591590081,-0.4478998409144499,1.2282125756768987,-1.0267836221391846,0.6395196595213996,0.5966536790397721,-0.15657799948580964,0.7241244382266006,0.23885278530295928,-0.8793332261372924,0.0,0.0,0.0,1
-0.36764705882352944,-0.07077292948151413,1.1679428775929945,-0.07089285747212364,0.020772439723888307,-0.6013025248850744,-0.6783515927100604,0.41728011900218487,-0.7975118046904554,-0.35311589572736013,1.118992853928201,0.0,0.0,0.0,0
-0.21470588235294116,-0.24517383400191248,-0.2584319495923744,-0.41951705589140376,-0.6018299624823985,0.5072406274666516,0.031685549924657594,-0.2947291386634206,0.41761563650125133,-0.2289441861044435,-0.0424498740661717,0.0,0.0,0.0,1
1.9529411764705882,-0.22561095531588368,-0.7759955538597488,-0.2017173677620476,2.7259881754708606,-0.7957754904358961,2.843085563747163,0.3325057029568967,0.8416124055116921,1.9741998301258927,-0.602616262277214,0.0,0.0,0.0,1
-0.9823529411764705,0.494701741459057,-0.6105270382743083,-0.3469275021455655,-0.9985992799467054,0.20336413287915803,-0.34709484871592194,-0.8823744174041436,0.8661994805302219,-0.9860355519011673,-0.3930734033110243,0.0,0.0,1.0,1
0.861764705882353,-0.35348072134899955,-0.05759568147976965,1.0188094654024946,-0.3996645790137753,-0.45847694217551577,0.6330706846879819,0.5335363527388342,-0.04769874219123009,0.8681767233864408,-0.4387059155569125,0.0,0.0,0.0,1
0.6676470588235294,1.8123427415170372,-0.7759812889260688,0.230713603800908,1.6582241458802636,0.2099687810528615,1.5042602689760416,-0.22654889227767291,1.2085508761341266,0.6689388668011865,-0.7768498336474285,0.0,0.0,0.0,0
1.2058823529411764,-0.33077038115685514,-0.4381499919513138,-0.8389184843861853,-0.04781510537695926,0.497695651402069,1.3815507067214827,0.36101513615280645,0.6669608936810423,1.1941483976443483,-0.03749063695585404,0.0,0.0,0.0,0
1.7911764705882354,0.5704529934187003,0.37259170517595314,-0.2768586881712096,0.663765453651544,0.9752068378778235,0.8126941934967866,1.6703167653616982,-0.09358856324687614,1.7692770981091057,0.4760315107102938,0.0,0.0,0.0,1
0.05588235294117647,0.3304066669109813,0.14476285676857134,0.05390921735976534,0.17377351306104186,-0.718666652300808,-0.058820469158937363,0.14538629227418998,-0.27803133509485833,0.07521779957728789,0.13479955721346415,0.0,0.0,0.0,0
1.2676470588235293,0.09290618543057991,-0.011062689984345094,-1.1514106728660634,-0.48263726462293544,-0.7675694585959776,0.862423698369721,0.8492193018312528,-0.16349912772902817,1.2925630520587683,0.47824977890710557,0.0,0.0,0.0,0
0.611764705882353,0.3600925375193649,-0.4048635990584709,1.898544892941047,0.6265824614694054,-0.332173862873883,0.8378682765994582,0.06968349069164229,0.3765656305151969,0.6146508521144164,-1.1101601469117348,0.0,0.0,0.0,1
